id|answer_index|anwer|alternate_answer|answer_value|answer_value_type|answer_description|answer_image|image_source|image_source_url|answer_dimensions|quiz_id|active
1281|36|mail.yahoo.com||155627263|155627263||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/5e3125cc-269b-4608-4db3-6a72f75f1300/public|||contain|48|1
1282|37|ebay.com||155399761|155399761||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/051138ee-6ab3-42e4-62cd-b7d5dc7cf700/public|||contain|48|1
1283|38|hurriyet.com.tr||149869821|149869821||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/468d5754-aa60-486d-86bf-89328311f200/public|||contain|48|1
1284|39|allegro.pl||143848076|143848076||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/63576cb2-8342-4265-81b1-aa14d7a08f00/public|||contain|48|1
1285|40|booking.com||143655090|143655090||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/91479295-4385-4601-7519-115fbcb3c500/public|||contain|48|1
1286|41|mercadolivre.com.br||143134791|143134791||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/e4b92998-0f00-4598-c2d0-57bca48d9400/public|||contain|48|1
1287|42|britannica.com||142397079|142397079||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/09d804bd-9469-4207-4a1a-e6b9dc501000/public|||contain|48|1
1288|43|google.com||141297176|141297176||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/4a0fd2a1-fb0b-4478-13b1-047858dfe400/public|||contain|48|1
1289|44|kompas.com||139963591|139963591||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/0c49b546-6b07-4d02-3540-2ff53e021000/public|||contain|48|1
1290|45|nih.gov||134053666|134053666||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/e7ec7d4f-2e27-478e-9a94-3db6ada90600/public|||contain|48|1
1291|46|cnn.com||125779675|125779675||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/bae27ce1-c5b0-4b94-fca2-c9e4712a8d00/public|||contain|48|1
1292|47|merriam-webster.com||121666645|121666645||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/5d2f1214-e6bb-42f9-16fb-a2e4056b0b00/public|||contain|48|1
1293|48|homedepot.com||118195967|118195967||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/1df8a01c-5c69-44b1-2e34-45fb058e0600/public|||contain|48|1
1294|49|amazon.fr||112178475|112178475||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/193a4a64-d236-4f96-730b-57fb14bb7600/public|||contain|48|1
1295|50|ar.wikipedia.org||109840894|109840894||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/57df52a7-451f-404b-bb64-7d4cf22fdd00/public|||contain|48|1
1296|51|detik.com||109248806|109248806||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/480c7b3a-0183-4017-8fa3-77b9f4faa100/public|||contain|48|1
1297|52|nike.com||108103178|108103178||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/84b7c7b3-01c0-4623-5592-74281ac8e500/public|||contain|48|1
1298|53|medlineplus.gov||106418617|106418617||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/51ea101d-49c3-4178-b713-f1036516bf00/public|||contain|48|1
1299|54|id.wikipedia.org||103975885|103975885||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/ff236475-1e37-44df-f4f5-693aa482bd00/public|||contain|48|1
1300|55|brainly.co.id||102397336|102397336||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/1f8dc0e3-5444-457a-54ef-28e5ef389b00/public|||contain|48|1
1301|56|milliyet.com.tr||99296399|99296399||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/1d5b55fd-b09d-4229-41a1-cd9096ff6e00/public|||contain|48|1
1302|57|accuweather.com||98689506|98689506||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/11876fa5-3a3b-4d1e-ab38-95ae110cec00/public|||contain|48|1
1303|58|magazineluiza.com.br||98598710|98598710||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/f8de895f-a655-4e61-829b-e39a5803df00/public|||contain|48|1
1304|59|marca.com||98550894|98550894||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/e883df35-0189-45c7-758c-04108a9c7d00/public|||contain|48|1
1305|60|medicalnewstoday.com||97945908|97945908||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/7182a442-6207-4d57-47ae-fca6fa0e3600/public|||contain|48|1
1306|61|cdc.gov||97933405|97933405||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/1446a34f-e152-44db-b109-ad5b36f7fc00/public|||contain|48|1
1307|62|hepsiburada.com||96838668|96838668||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/a64d7b8a-e124-4b84-6c93-690652cd3100/public|||contain|48|1
1308|63|cambridge.org||96607060|96607060||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/c2c975c0-7334-4184-245e-885a766cb200/public|||contain|48|1
1309|64|cookpad.com||95125602|95125602||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/588f2e7b-bbcb-4a8b-9a44-09025075a600/public|||contain|48|1
1310|65|m.wikipedia.org||95029693|95029693||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/4a775f91-be4f-4d48-39a2-7b7f31076400/public|||contain|48|1
1311|66|dailymail.co.uk||95005731|95005731||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/594a82b7-ade6-461d-ac51-bc582e77de00/public|||contain|48|1
1312|67|as.com||93305939|93305939||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/aa3fe08e-efe4-477b-4448-4b6af6998f00/public|||contain|48|1
1313|68|ilovepdf.com||93243977|93243977||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/1435bb0d-8ada-4f22-983c-54413a884700/public|||contain|48|1
1314|69|gsmarena.com||92247265|92247265||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/8c42c022-be21-4fc6-f696-807061cff600/public|||contain|48|1
1315|70|byjus.com||89725133|89725133||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/1cd34132-f0a6-4b7c-04c7-7488127ebb00/public|||contain|48|1
1316|71|amazon.it||88848535|88848535||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/2dfce498-8823-4063-3cd0-548dcb47c500/public|||contain|48|1
1317|72|adobe.com||88668874|88668874||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/87c731b6-97f2-488b-e8a9-0816af8f7b00/public|||contain|48|1
1318|73|investing.com||88290123|88290123||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/dc51380a-c228-40b5-5e13-f48f46cb1700/public|||contain|48|1
1319|74|epfindia.gov.in||87464090|87464090||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/b66b779b-8233-4221-e58f-e6ad926bd400/public|||contain|48|1
1320|75|clevelandclinic.org||87104871|87104871||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/8bada755-2ac3-40e5-68ef-ea1a72535600/public|||contain|48|1
1321|76|aliexpress.com||86167214|86167214||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/2e4724d1-41f5-4d9b-a865-10c15dee9800/public|||contain|48|1
1322|77|espncricinfo.com||86069721|86069721||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/fd5ef3d1-f63e-4977-3495-5e93cc284e00/public|||contain|48|1
1323|78|india.com||85940027|85940027||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/ef0d7424-8a6a-4bdd-3fad-e5a6cacaed00/public|||contain|48|1
1324|79|ndtv.com||84883790|84883790||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/5f5e90eb-dab3-4f25-63c0-432d0e00f300/public|||contain|48|1
1325|80|canva.com||82990122|82990122||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/bc2e5a11-2594-46c1-75c2-2115ce1b1400/public|||contain|48|1
1326|81|amazon.es||81719879|81719879||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/dcb443a8-2056-4a6d-77f7-f4cb5ca7bf00/public|||contain|48|1
1327|82|craigslist.org||80949296|80949296||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/9c01495e-6d41-42dd-1439-d67c287f4900/public|||contain|48|1
1328|83|finance.yahoo.com||80190740|80190740||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/b3b566d7-8950-46d1-29a1-6f901737a000/public|||contain|48|1
1329|84|dailymotion.com||79367183|79367183||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/26822a5b-fb70-41cf-085a-08837f42ea00/public|||contain|48|1
1330|85|indiamart.com||78155956|78155956||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/6ddaea4d-4dda-4629-e10a-599e44767800/public|||contain|48|1
1331|86|kinopoisk.ru||77694674|77694674||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/b83c892c-e36a-43c8-b829-888181ea8e00/public|||contain|48|1
1332|87|nl.wikipedia.org||77354382|77354382||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/8ea146bc-7515-4615-f038-b8bcb072d400/public|||contain|48|1
1333|88|onet.pl||76383500|76383500||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/fdcca574-4724-48f9-8287-24fd94e12900/public|||contain|48|1
1334|89|omegle.com||76348649|76348649||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/6d447c6e-6daa-41f4-197f-4adc75a8c000/public|||contain|48|1
1335|90|goal.com||73866626|73866626||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/9e61ac93-eb1a-4011-df59-a8e1f70b4500/public|||contain|48|1
1336|91|americanas.com.br||73344240|73344240||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/7fcc1ed6-c016-43d4-e6f2-feb74449a200/public|||contain|48|1
1337|92|investopedia.com||70668903|70668903||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/89988731-93be-4cf0-edb0-d9383455f200/public|||contain|48|1
1338|93|dictionary.com||70350892|70350892||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/817463b7-8325-4604-31a6-01df9b0bf700/public|||contain|48|1
1339|94|mail.ru||68176299|68176299||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/33859e3b-681e-452c-3064-a9f8dfd90e00/public|||contain|48|1
1340|95|ebay.co.uk||66996424|66996424||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/ecfbe22f-1f85-461a-4f3a-0ccf7d572200/public|||contain|48|1
1341|96|naver.com||66784762|66784762||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/45091599-2f2e-45de-4363-24740008ae00/public|||contain|48|1
1342|97|hm.com||66387888|66387888||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/a2c9820f-1acb-4ec1-6cfc-8c806b220d00/public|||contain|48|1
1343|98|hotstar.com||65480184|65480184||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/d02d5c59-df38-426a-eca2-782c8e501000/public|||contain|48|1
1344|99|bestbuy.com||64746994|64746994||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/3f32f02a-774d-446e-3c5e-8c8ccaf79400/public|||contain|48|1
1345|100|collinsdictionary.com||64628918|64628918||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/697ed59b-859c-4827-8b64-f2a182725000/public|||contain|48|1
1346|1|Audi||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/94944d47-326c-4233-1789-9b52739f7400/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Der_Wolf_im_Wald|cover|49|1
1347|2|BMW||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/8ae8cd83-a796-4775-32df-94bc5f302b00/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Strubbl|cover|49|1
1348|3|Mercedes||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/b5f2e03e-31fa-4e8c-b888-a2151b39c800/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Alexander-93|cover|49|1
1349|4|Lexus||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/31e5a1c8-a87b-4e0c-f653-abd0047bf400/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:Cxpr&action=edit&redlink=1|cover|49|1
1350|1|London||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/1e4d4db1-2741-4d9b-e85d-5315883bad00/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Diliff|cover|50|1
1351|2|New York||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/d1cd2c8d-72f6-4f7e-2231-7f85b1bf9b00/public|Wiki Commons|https://commons.wikimedia.org/w/index.php?title=User:TwilightLiliez&action=edit&redlink=1|cover|50|1
1352|1|Apple: iOS||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/c9dd3b09-44dd-4626-5806-eefb6f010200/public|||cover|51|1
1353|2|Google: Android||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/b9af6c92-3625-47dc-7719-3da526fe2800/public|Pinterest|https://www.pinterest.com/idhamnafiz/pixel-setup/|cover|51|1
1354|1|Prada||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/b15d16f3-cf0c-489d-3440-43a77cc46b00/public|Prada|https://www.prada.com/tr/en/women/bags/totes/products.Small_Saffiano_Leather_Double_Prada_Bag.1BG887_2A4A_F0LJ4_V_OOO.html|cover|52|1
1355|2|Louis Vuitton||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/cea3622e-ab2d-4293-0cf9-b380d5acb700/public|Louis Vuitton|https://en.louisvuitton.com/eng-nl/products/neverfull-mm-monogram-007653/M41177|cover|52|1
1356|3|Chanel||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/d47c2d03-2775-4d3a-7c8e-71d768d2e700/public|Chanel|https://www.chanel.com/us/fashion/p/A58600Y01864C3906/large-classic-handbag-grained-calfskin-gold-tone-metal/|cover|52|1
1357|4|Gucci||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/4a5aeece-795a-49d4-2d29-9a2d21412f00/public|Gucci|https://www.gucci.com/th/en_gb/pr/women/handbags/ophidia-gg-small-shoulder-bag-p-499621K05NG8745|cover|52|1
1358|1|Xbox Series X||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/816bde59-0d47-4c4d-954c-6add8c081500/public|PC Mag|https://www.pcmag.com/reviews/microsoft-xbox-series-x|cover|53|1
1359|2|Playstation 5||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/20a5e75c-cb22-4223-68e7-3bbe4681a200/public|In Genio Virtual|https://www.ingeniovirtual.com/networking-online-relaciones-profesionales-en-el-entorno-digital/?p=7.67.3969721.2.29.74.playstation+5|cover|53|1
1360|1|Coffee||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/06a40d01-a1fb-45ff-94f5-1ba9a348a300/public|Tasting Table|https://www.tastingtable.com/794355/different-types-of-coffee-explained/|cover|54|1
1361|2|Tea||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/6aa95ccc-e803-4063-4623-b036f97fe400/public|Lipton|https://www.lipton.com/eg/en/wellbeing/black-tea-benefits|cover|54|1
1362|1|Football (Soccer)||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/7550d4c9-c0f5-4c4e-cf3b-d117a754bc00/public|Wiki Commons|https://commons.wikimedia.org/wiki/User:Calebrw|cover|55|1
1363|2|American Football (Gridiron)||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/acbd244f-9108-4d21-9c52-fd174382a300/public|Flickr|https://www.flickr.com/photos/27003603@N00|cover|55|1
1364|3|Basketball||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/ecbb903b-9246-42ad-6e46-6c32b6bf4d00/public|Erik Drost|Erik Drost|cover|55|1
1365|4|Cricket||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/37e7696f-35a8-4b9f-cc8e-d4f7b7cb2000/public|Flickr|https://www.flickr.com/people/28990363@N05|cover|55|1
1366|5|Rugby||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/c3b05fc8-aea2-414e-761d-840062c62b00/public|Flickr|https://www.flickr.com/people/66215413@N00|cover|55|1
1367|6|Other (Tennis, Golf etc.)||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/cba75a39-2ae4-4ab9-533f-7f6b442fae00/public|Golf Magic|/GolfMagic|cover|55|1
1368|1|Premier League (England)||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/29ea57d5-ec1c-479c-49b7-314e53aeeb00/public|NY Times|https://www.nytimes.com/2022/05/22/sports/soccer/premier-league-final-day.html|cover|56|1
1369|2|La Liga (Spain)||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/8ed846f6-b9f7-4e3a-1d94-e20851db2100/public|NY Times|https://www.nytimes.com/2022/05/04/sports/soccer/real-madrid-man-city-champions-league.html|cover|56|1
1370|3|Ligue One (France)||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/f57cde56-7c11-4a14-8613-534af9912700/public|Sports Max|https://www.sportsmax.tv/football/international/item/98211-paris-saint-germain-secure-10th-ligue-1-title|cover|56|1
1371|4|Serie A (Italy)||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/4647ceb9-c683-483a-4cf7-67392b12a800/public|AA|https://www.aa.com.tr/en/sports/juventus-held-to-2-2-draw-by-lazio-as-chiellini-dybala-say-goodbye-to-fans/2589939|cover|56|1
1372|5|Bundesliga (Germany)||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/8e42ba0a-8833-44f1-cd60-c0c8365bf400/public|Sports Max|https://www.sportsmax.tv/football/international/item/104827-bayern-munich-1-1-borussia-monchengladbach-champions-require-late-sane-leveller-in-frustrating-draw|cover|56|1
1373|1|McDonalds||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/ca8363f7-2aec-48b9-7276-09cfae139a00/public|McDonalds|https://www.mcdonalds.com/us/en-us/product/big-mac.html|cover|57|1
1374|2|Burger King||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/b48c1b32-6d08-4a70-d4c6-9604a1242b00/public|Tripadvisor|https://www.tripadvisor.ru/Restaurant_Review-g52776-d3672504-Reviews-Burger_King-Hamburg_Pennsylvania.html|cover|57|1
1375|3|Honest Burger||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/58817fa8-ce35-45f6-16d7-66e430bff800/public|Honest Burgers|https://www.honestburgers.co.uk/food/burgers/garrick-st/|cover|57|1
1376|4|Byron Burger||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/1923bacc-4bde-469f-dc86-ef393baf8100/public|Webley Park|https://wembleypark.com/eat-drink/london-designer-outlet-byron-burgers-wembley/|cover|57|1
1377|5|Gourmet Burger Kitchen||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/9163732a-99f7-47cd-b94f-342d1eed8b00/public|Visit Greenwich|https://www.visitgreenwich.org.uk/food-and-drink/gourmet-burger-kitchen-the-02-p1399691|cover|57|1
1378|1|Rolex||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/06c7936d-983b-4b35-1868-54cbd0347900/public|Rolex|https://www.rolex.com/ru/watches/cosmograph-daytona.html|cover|58|1
1379|2|Omega||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/7c2411ff-b673-4eef-666c-6858313ebe00/public|Omega Watches|https://www.omegawatches.com/en-au/watch-omega-speedmaster-moonwatch-professional-co-axial-master-chronometer-chronograph-42-mm-31030425001002|cover|58|1
1380|3|Tag Heuer||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/8ce16ee3-f191-4818-c411-28ba63012900/public|Tag Heuer|https://www.tagheuer.com/ru/ru/%D1%87%D0%B0%D1%81%D1%8B/%D0%BA%D0%BE%D0%BB%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D0%B8/tag-heuer-monaco/39-mm-calibre-11-automatic/CAW211P.FC6356.html|cover|58|1
1381|4|Breitling||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/a6b52094-2131-4e51-cc55-adda29823e00/public|Breitling|https://www.breitling.com/ru-ru/watches/navitimer/b03-chronograph-rattrapante-45/AB031021-BF77/|cover|58|1
1382|5|IWC||0|0||https://imagedelivery.net/vwSu9FPUDFstEEs0kvSDNg/84f4b8cf-265a-4e43-6144-581bfdb7da00/public|IWC|https://www.iwc.com/ru/watch-collections/pilot-watches/iw329301-big-pilots-watch-43.html|cover|58|1
